timestamps,open,high,low,close,tick_volume
2021-01-03 21:00:00,1.77034,1.77479,1.76987,1.77409,372.0
2021-01-03 22:00:00,1.77409,1.77543,1.77238,1.774,3672.0
2021-01-03 23:00:00,1.774,1.77922,1.77217,1.77871,5544.0
2021-01-04 00:00:00,1.77864,1.77865,1.77294,1.77301,5882.0
2021-01-04 01:00:00,1.77303,1.77558,1.77274,1.77481,5117.0
2021-01-04 02:00:00,1.77481,1.7754,1.77399,1.7747,3793.0
2021-01-04 03:00:00,1.77468,1.77663,1.77452,1.77607,2828.0
2021-01-04 04:00:00,1.77616,1.77743,1.77497,1.7754,3115.0
2021-01-04 05:00:00,1.77538,1.77561,1.77353,1.77387,4175.0
2021-01-04 06:00:00,1.77385,1.77452,1.77125,1.77221,4537.0
2021-01-04 07:00:00,1.77215,1.7727,1.76917,1.76956,6485.0
2021-01-04 08:00:00,1.76956,1.77009,1.76702,1.76813,4985.0
2021-01-04 09:00:00,1.76813,1.77052,1.76716,1.77051,4077.0
2021-01-04 10:00:00,1.77051,1.77107,1.76909,1.77003,4135.0
2021-01-04 11:00:00,1.77003,1.77042,1.76757,1.76954,4730.0
2021-01-04 12:00:00,1.76954,1.77007,1.76451,1.7654,6448.0
2021-01-04 13:00:00,1.7653,1.76697,1.76448,1.76598,7705.0
2021-01-04 14:00:00,1.76592,1.76836,1.7632,1.76684,8742.0
2021-01-04 15:00:00,1.76682,1.77015,1.76674,1.77011,7728.0
2021-01-04 16:00:00,1.77007,1.77252,1.76872,1.77081,7816.0
2021-01-04 17:00:00,1.77083,1.77136,1.76752,1.76834,5719.0
2021-01-04 18:00:00,1.76833,1.76894,1.76747,1.76845,5772.0
2021-01-04 19:00:00,1.76845,1.77069,1.76783,1.77027,6102.0
2021-01-04 20:00:00,1.77033,1.77149,1.76849,1.76946,2242.0
2021-01-04 21:00:00,1.76962,1.77085,1.76802,1.76983,612.0
2021-01-04 22:00:00,1.76983,1.77104,1.76885,1.76937,4067.0
2021-01-04 23:00:00,1.76938,1.77073,1.76847,1.76899,5210.0
2021-01-05 00:00:00,1.76899,1.76978,1.76673,1.7679,6342.0
2021-01-05 01:00:00,1.7679,1.76801,1.76486,1.76507,5133.0
2021-01-05 02:00:00,1.76507,1.76545,1.76295,1.76445,5321.0
2021-01-05 03:00:00,1.76447,1.76632,1.76397,1.76489,5344.0
2021-01-05 04:00:00,1.7649,1.76538,1.7631,1.76342,4431.0
2021-01-05 05:00:00,1.76341,1.76503,1.76278,1.76348,4410.0
2021-01-05 06:00:00,1.76358,1.76416,1.75972,1.76162,4825.0
2021-01-05 07:00:00,1.76158,1.76218,1.75785,1.7579,6999.0
2021-01-05 08:00:00,1.75793,1.75978,1.75739,1.7593,4765.0
2021-01-05 09:00:00,1.75927,1.76128,1.75881,1.76057,4036.0
2021-01-05 10:00:00,1.76058,1.76403,1.76031,1.76239,4070.0
2021-01-05 11:00:00,1.76229,1.76493,1.76201,1.76299,5839.0
2021-01-05 12:00:00,1.763,1.76376,1.76128,1.76374,5670.0
2021-01-05 13:00:00,1.76374,1.76405,1.76088,1.7637,7573.0
2021-01-05 14:00:00,1.76337,1.76392,1.75859,1.75911,8323.0
2021-01-05 15:00:00,1.75908,1.76134,1.7563,1.75682,6310.0
