timestamps,open,high,low,close,tick_volume
2019-01-02 03:00:00,1.27302,1.27352,1.27286,1.27338,1300.0
2019-01-02 04:00:00,1.27341,1.27567,1.27325,1.27566,2451.0
2019-01-02 05:00:00,1.27562,1.27727,1.27516,1.27554,3191.0
2019-01-02 06:00:00,1.27539,1.27623,1.27467,1.27509,3060.0
2019-01-02 07:00:00,1.27508,1.27597,1.26951,1.27105,8488.0
2019-01-02 08:00:00,1.27105,1.27188,1.26868,1.26881,5545.0
2019-01-02 09:00:00,1.26881,1.27022,1.26703,1.26723,3838.0
2019-01-02 10:00:00,1.26723,1.26736,1.2659,1.26637,4411.0
2019-01-02 11:00:00,1.26637,1.26652,1.2644,1.2651,5470.0
2019-01-02 12:00:00,1.26507,1.26547,1.26022,1.26085,8502.0
2019-01-02 13:00:00,1.26085,1.26175,1.2596,1.26059,7294.0
2019-01-02 14:00:00,1.26059,1.26252,1.2595,1.2599,9571.0
2019-01-02 15:00:00,1.25997,1.2614,1.25802,1.2597,8732.0
2019-01-02 16:00:00,1.2597,1.25992,1.25833,1.25858,5374.0
2019-01-02 17:00:00,1.25858,1.25975,1.25847,1.25914,3345.0
2019-01-02 18:00:00,1.25914,1.26115,1.25873,1.26112,3219.0
2019-01-02 19:00:00,1.2611,1.26158,1.26065,1.26105,2662.0
2019-01-02 20:00:00,1.26105,1.26135,1.25978,1.26057,1543.0
2019-01-02 21:00:00,1.26058,1.26093,1.23953,1.24611,3833.0
2019-01-02 22:00:00,1.24611,1.25512,1.24602,1.25144,4048.0
2019-01-02 23:00:00,1.25144,1.25568,1.25139,1.2547,3419.0
2019-01-03 00:00:00,1.2547,1.25525,1.25364,1.25467,3000.0
2019-01-03 01:00:00,1.25466,1.25592,1.25413,1.25458,2812.0
2019-01-03 02:00:00,1.25457,1.25566,1.25402,1.25488,2286.0
2019-01-03 03:00:00,1.25486,1.25519,1.25442,1.25475,1724.0
2019-01-03 04:00:00,1.25475,1.25522,1.25395,1.25451,2492.0
2019-01-03 05:00:00,1.2545,1.25577,1.25413,1.25526,2061.0
2019-01-03 06:00:00,1.25527,1.25657,1.25414,1.25515,4219.0
2019-01-03 07:00:00,1.25512,1.25697,1.25377,1.25669,7597.0
2019-01-03 08:00:00,1.25669,1.2587,1.25597,1.25798,5670.0
2019-01-03 09:00:00,1.25798,1.25847,1.25672,1.25686,4972.0
2019-01-03 10:00:00,1.25685,1.2572,1.25504,1.25575,4702.0
2019-01-03 11:00:00,1.25575,1.25703,1.25504,1.25594,4416.0
2019-01-03 12:00:00,1.25594,1.25994,1.25524,1.25894,8071.0
