timestamps,open,high,low,close,tick_volume
2019-01-02 03:00:00,139.312,139.32,139.212,139.304,1277.0
2019-01-02 04:00:00,139.304,139.468,139.296,139.44,1777.0
2019-01-02 05:00:00,139.429,139.479,139.291,139.365,2012.0
2019-01-02 06:00:00,139.353,139.439,139.27,139.386,5227.0
2019-01-02 07:00:00,139.385,139.445,138.3,138.485,12168.0
2019-01-02 08:00:00,138.485,138.549,138.117,138.234,9588.0
2019-01-02 09:00:00,138.235,138.396,138.066,138.193,6346.0
2019-01-02 10:00:00,138.193,138.301,138.092,138.178,6922.0
2019-01-02 11:00:00,138.178,138.349,138.018,138.084,7342.0
2019-01-02 12:00:00,138.082,138.127,137.423,137.679,11876.0
2019-01-02 13:00:00,137.679,137.879,137.608,137.831,10131.0
2019-01-02 14:00:00,137.835,138.029,137.636,137.695,11947.0
2019-01-02 15:00:00,137.701,137.883,137.488,137.592,11605.0
2019-01-02 16:00:00,137.587,137.807,137.548,137.75,8064.0
2019-01-02 17:00:00,137.749,137.859,137.714,137.816,5581.0
2019-01-02 18:00:00,137.816,137.816,137.667,137.716,6392.0
2019-01-02 19:00:00,137.715,137.719,137.497,137.563,8592.0
2019-01-02 20:00:00,137.562,137.6,137.238,137.238,3864.0
2019-01-02 21:00:00,137.298,137.298,131.707,132.975,4251.0
2019-01-02 22:00:00,132.976,135.277,132.754,134.428,13279.0
2019-01-02 23:00:00,134.429,135.23,134.428,135.046,6494.0
2019-01-03 00:00:00,135.047,135.218,134.715,134.908,4734.0
2019-01-03 01:00:00,134.907,134.912,134.374,134.398,4429.0
2019-01-03 02:00:00,134.398,134.59,134.256,134.459,3869.0
2019-01-03 03:00:00,134.459,134.599,134.423,134.436,2223.0
2019-01-03 04:00:00,134.435,134.468,133.861,134.181,3931.0
2019-01-03 05:00:00,134.181,134.204,134.02,134.111,4514.0
2019-01-03 06:00:00,134.117,135.089,134.112,134.981,10907.0
2019-01-03 07:00:00,134.981,135.542,134.804,135.267,11549.0
2019-01-03 08:00:00,135.267,135.659,135.249,135.42,7832.0
2019-01-03 09:00:00,135.42,135.447,135.136,135.274,8172.0
2019-01-03 10:00:00,135.271,135.295,134.977,135.046,6827.0
2019-01-03 11:00:00,135.046,135.338,134.964,135.205,5745.0
2019-01-03 12:00:00,135.204,135.781,135.105,135.637,11360.0
2019-01-03 13:00:00,135.637,135.867,135.481,135.504,10009.0
2019-01-03 14:00:00,135.462,135.82,134.926,135.493,19480.0
2019-01-03 15:00:00,135.493,136.768,135.44,136.52,16285.0
2019-01-03 16:00:00,136.52,136.625,136.241,136.553,12202.0
2019-01-03 17:00:00,136.553,136.559,136.169,136.206,7746.0
2019-01-03 18:00:00,136.206,136.243,136.054,136.067,7233.0
2019-01-03 19:00:00,136.067,136.11,135.675,135.828,8268.0
2019-01-03 20:00:00,135.827,136.054,135.786,135.949,3199.0
2019-01-03 21:00:00,136.008,136.043,135.875,136.02,4611.0
2019-01-03 22:00:00,136.022,136.337,135.999,136.169,5569.0
2019-01-03 23:00:00,136.169,136.27,135.784,135.873,9003.0
2019-01-04 00:00:00,135.871,136.432,135.866,136.297,6655.0
2019-01-04 01:00:00,136.296,136.739,136.22,136.604,5718.0
2019-01-04 02:00:00,136.604,137.051,136.581,136.925,4855.0
2019-01-04 03:00:00,136.923,137.036,136.853,136.88,3645.0
2019-01-04 04:00:00,136.881,136.925,136.685,136.754,3258.0
2019-01-04 05:00:00,136.754,136.789,136.527,136.68,3823.0
2019-01-04 06:00:00,136.68,136.838,136.296,136.413,6509.0
2019-01-04 07:00:00,136.414,136.861,136.387,136.854,7840.0
2019-01-04 08:00:00,136.854,136.9,136.733,136.877,6639.0
2019-01-04 09:00:00,136.877,137.14,136.778,136.845,6163.0
2019-01-04 10:00:00,136.845,136.896,136.729,136.77,5575.0
2019-01-04 11:00:00,136.771,136.897,136.751,136.815,5397.0
2019-01-04 12:00:00,136.816,137.101,136.694,136.909,12689.0
2019-01-04 13:00:00,136.907,137.079,136.849,136.893,12576.0
2019-01-04 14:00:00,136.983,137.556,136.621,137.534,17087.0
2019-01-04 15:00:00,137.532,137.952,137.436,137.904,12109.0
2019-01-04 16:00:00,137.904,138.131,137.818,137.991,7739.0
2019-01-04 17:00:00,137.988,138.198,137.955,138.059,6216.0
2019-01-04 18:00:00,138.059,138.284,138.0,138.248,5945.0
2019-01-04 19:00:00,138.249,138.249,138.073,138.131,6251.0
2019-01-04 20:00:00,138.13,138.141,138.013,138.044,2718.0
2019-01-06 21:00:00,137.936,138.033,137.862,137.958,4077.0
2019-01-06 22:00:00,137.959,138.311,137.908,138.185,6554.0
2019-01-06 23:00:00,138.186,138.27,138.073,138.124,5783.0
2019-01-07 00:00:00,138.13,138.26,138.003,138.067,4985.0
2019-01-07 01:00:00,138.068,138.084,137.907,137.91,3648.0
2019-01-07 02:00:00,137.91,137.956,137.724,137.839,3157.0
2019-01-07 03:00:00,137.839,138.012,137.698,138.012,3980.0
2019-01-07 04:00:00,138.012,138.034,137.831,137.913,2921.0
2019-01-07 05:00:00,137.913,137.999,137.829,137.909,2622.0
2019-01-07 06:00:00,137.911,137.98,137.748,137.903,5921.0
2019-01-07 07:00:00,137.904,137.913,137.593,137.683,5850.0
2019-01-07 08:00:00,137.684,138.088,137.656,137.934,5383.0
2019-01-07 09:00:00,137.934,137.959,137.771,137.924,4527.0
2019-01-07 10:00:00,137.924,138.191,137.918,138.181,4479.0
2019-01-07 11:00:00,138.181,138.188,137.954,137.988,4940.0
2019-01-07 12:00:00,137.988,138.361,137.956,138.298,5673.0
2019-01-07 13:00:00,138.298,138.387,138.143,138.34,7507.0
2019-01-07 14:00:00,138.318,138.666,138.237,138.474,12057.0
2019-01-07 15:00:00,138.466,138.593,138.313,138.55,9589.0
2019-01-07 16:00:00,138.544,138.749,138.517,138.713,4732.0
2019-01-07 17:00:00,138.712,138.846,138.508,138.599,5021.0
2019-01-07 18:00:00,138.599,138.688,138.561,138.657,4656.0
2019-01-07 19:00:00,138.657,138.852,138.636,138.796,4936.0
2019-01-07 20:00:00,138.793,138.926,138.714,138.868,1484.0
2019-01-07 21:00:00,138.849,138.974,138.801,138.882,1560.0
2019-01-07 22:00:00,138.882,138.941,138.811,138.867,2232.0
2019-01-07 23:00:00,138.867,138.996,138.843,138.932,3950.0
2019-01-08 00:00:00,138.932,138.956,138.519,138.561,5390.0
2019-01-08 01:00:00,138.561,138.848,138.535,138.821,4239.0
2019-01-08 02:00:00,138.822,138.949,138.659,138.888,3612.0
2019-01-08 03:00:00,138.888,139.068,138.883,139.042,2633.0
2019-01-08 04:00:00,139.042,139.068,138.82,138.825,2924.0
2019-01-08 05:00:00,138.825,139.058,138.765,139.008,3859.0
2019-01-08 06:00:00,139.009,139.418,138.912,139.067,7261.0
2019-01-08 07:00:00,139.063,139.19,138.825,139.156,5994.0
2019-01-08 08:00:00,139.156,139.265,138.937,138.974,5450.0
2019-01-08 09:00:00,138.974,138.975,138.625,138.684,5772.0
2019-01-08 10:00:00,138.684,138.959,138.502,138.864,5471.0
2019-01-08 11:00:00,138.863,138.906,138.457,138.636,5579.0
2019-01-08 12:00:00,138.636,138.753,138.527,138.635,7244.0
2019-01-08 13:00:00,138.635,138.781,138.519,138.521,8243.0
2019-01-08 14:00:00,138.52,138.613,138.191,138.265,9701.0
2019-01-08 15:00:00,138.262,138.324,138.086,138.125,8433.0
2019-01-08 16:00:00,138.125,138.143,137.957,138.139,5500.0
2019-01-08 17:00:00,138.139,138.182,138.077,138.084,4826.0
2019-01-08 18:00:00,138.084,138.177,138.02,138.16,3511.0
2019-01-08 19:00:00,138.159,138.364,138.104,138.324,3515.0
